"Line","Hybrid_Name","Env","SN","PTR","SB"
"SEEDFHB000306","SEEDFHB000306","Env3",4,11,7
"SEEDFHB000307","SEEDFHB000307","Env3",4,4,4
"SEEDFHB000308","SEEDFHB000308","Env3",6,0,6
"SEEDFHB000309","SEEDFHB000309","Env3",9,0,7
"SEEDFHB000310","SEEDFHB000310","Env3",10,4,5
"SEEDFHB000311","SEEDFHB000311","Env3",4,11,11
"SEEDFHB000312","SEEDFHB000312","Env3",5,10,10
"SEEDFHB000313","SEEDFHB000313","Env3",4,4,7
"SEEDFHB000314","SEEDFHB000314","Env3",4,5,11
"SEEDFHB000315","SEEDFHB000315","Env3",0,4,0
"SEEDFHB000316","SEEDFHB000316","Env3",7,13,14
"SEEDFHB000317","SEEDFHB000317","Env3",4,4,4
"SEEDFHB000318","SEEDFHB000318","Env3",7,8,2
"SEEDFHB000319","SEEDFHB000319","Env3",4,0,7
"SEEDFHB000320","SEEDFHB000320","Env3",4,9,4
"SEEDFHB000321","SEEDFHB000321","Env3",5,4,4
"SEEDFHB000322","SEEDFHB000322","Env3",4,4,4
"SEEDFHB000323","SEEDFHB000323","Env3",9,9,5
"SEEDFHB000324","SEEDFHB000324","Env3",4,4,6
"SEEDFHB000325","SEEDFHB000325","Env3",4,0,4
"SEEDFHB000326","SEEDFHB000326","Env3",9,4,4
"SEEDFHB000327","SEEDFHB000327","Env3",7,4,7
"SEEDFHB000328","SEEDFHB000328","Env3",2,5,4
"SEEDFHB000329","SEEDFHB000329","Env3",4,4,4
"SEEDFHB000330","SEEDFHB000330","Env3",4,4,4
"SEEDFHB000331","SEEDFHB000331","Env3",4,6,5
"SEEDFHB000332","SEEDFHB000332","Env3",4,4,0
"SEEDFHB000333","SEEDFHB000333","Env3",4,9,3
"SEEDFHB000334","SEEDFHB000334","Env3",6,4,5
"SEEDFHB000335","SEEDFHB000335","Env3",9,4,6
"SEEDFHB000336","SEEDFHB000336","Env3",4,4,4
"SEEDFHB000337","SEEDFHB000337","Env3",2,0,3
"SEEDFHB000338","SEEDFHB000338","Env3",9,4,3
"SEEDFHB000339","SEEDFHB000339","Env3",6,4,4
"SEEDFHB000340","SEEDFHB000340","Env3",4,11,4
"SEEDFHB000341","SEEDFHB000341","Env3",13,0,4
"SEEDFHB000342","SEEDFHB000342","Env3",4,4,5
"SEEDFHB000343","SEEDFHB000343","Env3",13,11,6
"SEEDFHB000344","SEEDFHB000344","Env3",11,4,4
"SEEDFHB000345","SEEDFHB000345","Env3",2,11,7
"SEEDFHB000346","SEEDFHB000346","Env3",7,15,4
"SEEDFHB000347","SEEDFHB000347","Env3",7,19,0
"SEEDFHB000348","SEEDFHB000348","Env3",4,11,5
"SEEDFHB000349","SEEDFHB000349","Env3",5,19,7
"SEEDFHB000350","SEEDFHB000350","Env3",4,4,4
"SEEDFHB000351","SEEDFHB000351","Env3",3,4,4
"SEEDFHB000352","SEEDFHB000352","Env3",5,5,4
"SEEDFHB000353","SEEDFHB000353","Env3",4,5,4
"SEEDFHB000354","SEEDFHB000354","Env3",3,6,13
"SEEDFHB000355","SEEDFHB000355","Env3",0,4,5
"SEEDFHB000356","SEEDFHB000356","Env3",4,0,4
"SEEDFHB000357","SEEDFHB000357","Env3",4,4,4
"SEEDFHB000358","SEEDFHB000358","Env3",11,0,4
"SEEDFHB000359","SEEDFHB000359","Env3",4,4,4
"SEEDFHB000360","SEEDFHB000360","Env3",3,4,0
"SEEDFHB000361","SEEDFHB000361","Env3",4,5,7
"SEEDFHB000362","SEEDFHB000362","Env3",4,11,6
"SEEDFHB000363","SEEDFHB000363","Env3",6,15,4
"SEEDFHB000364","SEEDFHB000364","Env3",4,9,8
"SEEDFHB000365","SEEDFHB000365","Env3",4,4,10
"SEEDFHB000366","SEEDFHB000366","Env3",4,6,4
"SEEDFHB000367","SEEDFHB000367","Env3",5,6,5
"SEEDFHB000368","SEEDFHB000368","Env3",7,9,10
"SEEDFHB000369","SEEDFHB000369","Env3",4,4,4
"SEEDFHB000370","SEEDFHB000370","Env3",4,19,0
"SEEDFHB000371","SEEDFHB000371","Env3",4,10,11
"SEEDFHB000372","SEEDFHB000372","Env3",5,14,10
"SEEDFHB000373","SEEDFHB000373","Env3",8,14,4
"SEEDFHB000374","SEEDFHB000374","Env3",5,14,7
"SEEDFHB000375","SEEDFHB000375","Env3",4,6,10
"SEEDFHB000376","SEEDFHB000376","Env3",4,13,7
"SEEDFHB000377","SEEDFHB000377","Env3",4,19,6
"SEEDFHB000378","SEEDFHB000378","Env3",8,11,6
"SEEDFHB000379","SEEDFHB000379","Env3",4,18,9
"SEEDFHB000380","SEEDFHB000380","Env3",14,9,7
"SEEDFHB000381","SEEDFHB000381","Env3",8,5,6
"SEEDFHB000382","SEEDFHB000382","Env3",11,6,4
"SEEDFHB000383","SEEDFHB000383","Env3",5,11,10
"SEEDFHB000384","SEEDFHB000384","Env3",10,11,9
"SEEDFHB000385","SEEDFHB000385","Env3",10,8,7
"SEEDFHB000386","SEEDFHB000386","Env3",4,6,4
"SEEDFHB000387","SEEDFHB000387","Env3",4,6,6
"SEEDFHB000388","SEEDFHB000388","Env3",11,4,7
"SEEDFHB000389","SEEDFHB000389","Env3",4,9,4
"SEEDFHB000390","SEEDFHB000390","Env3",2,4,9
"SEEDFHB000391","SEEDFHB000391","Env3",3,0,5
"SEEDFHB000392","SEEDFHB000392","Env3",4,9,4
"SEEDFHB000393","SEEDFHB000393","Env3",5,13,5
"SEEDFHB000394","SEEDFHB000394","Env3",4,6,4
"SEEDFHB000395","SEEDFHB000395","Env3",4,9,5
"SEEDFHB000396","SEEDFHB000396","Env3",5,4,4
"SEEDFHB000397","SEEDFHB000397","Env3",0,0,4
"SEEDFHB000398","SEEDFHB000398","Env3",11,4,2
"SEEDFHB000399","SEEDFHB000399","Env3",4,11,3
"SEEDFHB000400","SEEDFHB000400","Env3",4,10,4
"SEEDFHB000401","SEEDFHB000401","Env3",4,4,4
"SEEDFHB000402","SEEDFHB000402","Env3",4,4,4
"SEEDFHB000403","SEEDFHB000403","Env3",4,10,4
"SEEDFHB000404","SEEDFHB000404","Env3",6,15,5
"SEEDFHB000405","SEEDFHB000405","Env3",0,0,2
"SEEDFHB000406","SEEDFHB000406","Env3",4,11,0
"SEEDFHB000407","SEEDFHB000407","Env3",7,0,6
"SEEDFHB000408","SEEDFHB000408","Env3",4,7,9
"SEEDFHB000409","SEEDFHB000409","Env3",8,5,7
"SEEDFHB000410","SEEDFHB000410","Env3",9,9,4
"SEEDFHB000411","SEEDFHB000411","Env3",4,6,4
"SEEDFHB000412","SEEDFHB000412","Env3",4,4,4
"SEEDFHB000413","SEEDFHB000413","Env3",4,11,4
"SEEDFHB000414","SEEDFHB000414","Env3",4,4,8
"SEEDFHB000415","SEEDFHB000415","Env3",6,5,10
"SEEDFHB000416","SEEDFHB000416","Env3",3,2,5
"SEEDFHB000417","SEEDFHB000417","Env3",3,4,5
"SEEDFHB000418","SEEDFHB000418","Env3",4,9,13
"SEEDFHB000419","SEEDFHB000419","Env3",2,2,2
"SEEDFHB000420","SEEDFHB000420","Env3",4,4,2
"SEEDFHB000421","SEEDFHB000421","Env3",4,4,6
"SEEDFHB000422","SEEDFHB000422","Env3",4,0,3
"SEEDFHB000423","SEEDFHB000423","Env3",13,8,4
"SEEDFHB000424","SEEDFHB000424","Env3",4,4,6
"SEEDFHB000425","SEEDFHB000425","Env3",4,3,6
"SEEDFHB000426","SEEDFHB000426","Env3",4,6,9
"SEEDFHB000427","SEEDFHB000427","Env3",7,0,2
"SEEDFHB000428","SEEDFHB000428","Env3",5,8,4
"SEEDFHB000429","SEEDFHB000429","Env3",4,0,7
"SEEDFHB000430","SEEDFHB000430","Env3",3,7,7
"SEEDFHB000431","SEEDFHB000431","Env3",5,4,6
"SEEDFHB000432","SEEDFHB000432","Env3",5,5,4
"SEEDFHB000433","SEEDFHB000433","Env3",7,8,7
"SEEDFHB000434","SEEDFHB000434","Env3",4,7,9
"SEEDFHB000435","SEEDFHB000435","Env3",6,5,7
"SEEDFHB000436","SEEDFHB000436","Env3",4,4,7
"SEEDFHB000437","SEEDFHB000437","Env3",4,11,4
"SEEDFHB000438","SEEDFHB000438","Env3",0,5,4
"SEEDFHB000439","SEEDFHB000439","Env3",4,7,0
"SEEDFHB000440","SEEDFHB000440","Env3",4,4,10
"SEEDFHB000441","SEEDFHB000441","Env3",4,2,3
"SEEDFHB000442","SEEDFHB000442","Env3",3,4,4
"SEEDFHB000443","SEEDFHB000443","Env3",3,0,6
"SEEDFHB000444","SEEDFHB000444","Env3",4,3,8
"SEEDFHB000445","SEEDFHB000445","Env3",15,0,9
"SEEDFHB000446","SEEDFHB000446","Env3",11,0,6
"SEEDFHB000447","SEEDFHB000447","Env3",4,4,4
"SEEDFHB000448","SEEDFHB000448","Env3",7,11,10
"SEEDFHB000449","SEEDFHB000449","Env3",8,8,7
"SEEDFHB000450","SEEDFHB000450","Env3",0,8,7
"SEEDFHB000451","SEEDFHB000451","Env3",4,7,13
"SEEDFHB000452","SEEDFHB000452","Env3",4,7,7
"SEEDFHB000453","SEEDFHB000453","Env3",2,11,13
"SEEDFHB000454","SEEDFHB000454","Env3",4,4,0
"SEEDFHB000455","SEEDFHB000455","Env3",5,4,7
"SEEDFHB000456","SEEDFHB000456","Env3",10,0,4
"SEEDFHB000457","SEEDFHB000457","Env3",4,6,4
"SEEDFHB000458","SEEDFHB000458","Env3",9,4,6
"SEEDFHB000459","SEEDFHB000459","Env3",4,4,8
"SEEDFHB000460","SEEDFHB000460","Env3",6,4,5
"SEEDFHB000461","SEEDFHB000461","Env3",4,0,4
"SEEDFHB000462","SEEDFHB000462","Env3",4,4,5
"SEEDFHB000463","SEEDFHB000463","Env3",3,9,11
"SEEDFHB000464","SEEDFHB000464","Env3",4,7,4
"SEEDFHB000465","SEEDFHB000465","Env3",4,2,4
"SEEDFHB000466","SEEDFHB000466","Env3",4,11,4
"SEEDFHB000467","SEEDFHB000467","Env3",4,11,9
"SEEDFHB000468","SEEDFHB000468","Env3",4,9,4
"SEEDFHB000469","SEEDFHB000469","Env3",4,4,4
"SEEDFHB000470","SEEDFHB000470","Env3",4,4,6
"SEEDFHB000471","SEEDFHB000471","Env3",4,7,4
"SEEDFHB000472","SEEDFHB000472","Env3",0,10,4
"SEEDFHB000473","SEEDFHB000473","Env3",4,7,0
"SEEDFHB000474","SEEDFHB000474","Env3",4,4,7
"SEEDFHB000475","SEEDFHB000475","Env3",14,8,6
"SEEDFHB000476","SEEDFHB000476","Env3",3,8,6
"SEEDFHB000477","SEEDFHB000477","Env3",4,6,10
"SEEDFHB000478","SEEDFHB000478","Env3",13,4,13
"SEEDFHB000479","SEEDFHB000479","Env3",4,11,11
"SEEDFHB000480","SEEDFHB000480","Env3",4,0,7
"SEEDFHB000481","SEEDFHB000481","Env3",8,0,7
"SEEDFHB000482","SEEDFHB000482","Env3",4,0,7
"SEEDFHB000483","SEEDFHB000483","Env3",11,14,9
"SEEDFHB000484","SEEDFHB000484","Env3",4,6,11
"SEEDFHB000485","SEEDFHB000485","Env3",5,6,4
"SEEDFHB000486","SEEDFHB000486","Env3",11,9,7
"SEEDFHB000487","SEEDFHB000487","Env3",11,11,11
"SEEDFHB000488","SEEDFHB000488","Env3",11,10,11
"SEEDFHB000489","SEEDFHB000489","Env3",18,11,11
"SEEDFHB000490","SEEDFHB000490","Env3",0,9,10
"SEEDFHB000491","SEEDFHB000491","Env3",3,2,4
"SEEDFHB000492","SEEDFHB000492","Env3",8,7,9
"SEEDFHB000493","SEEDFHB000493","Env3",9,8,13
"SEEDFHB000494","SEEDFHB000494","Env3",14,11,13
"SEEDFHB000495","SEEDFHB000495","Env3",11,5,0
"SEEDFHB000496","SEEDFHB000496","Env3",6,4,9
"SEEDFHB000497","SEEDFHB000497","Env3",4,3,15
"SEEDFHB000498","SEEDFHB000498","Env3",8,11,8
"SEEDFHB000499","SEEDFHB000499","Env3",9,13,8
"SEEDFHB000500","SEEDFHB000500","Env3",6,4,4
"SEEDFHB000501","SEEDFHB000501","Env3",4,4,5
"SEEDFHB000502","SEEDFHB000502","Env3",4,3,2
"SEEDFHB000503","SEEDFHB000503","Env3",0,0,9
"SEEDFHB000504","SEEDFHB000504","Env3",7,5,11
"SEEDFHB000505","SEEDFHB000505","Env3",14,8,4
"SEEDFHB000506","SEEDFHB000506","Env3",11,11,11
"SEEDFHB000507","SEEDFHB000507","Env3",11,11,4
"SEEDFHB000508","SEEDFHB000508","Env3",4,4,4
"SEEDFHB000509","SEEDFHB000509","Env3",4,6,5
"SEEDFHB000510","SEEDFHB000510","Env3",2,2,10
"SEEDFHB000511","SEEDFHB000511","Env3",2,4,13
"SEEDFHB000512","SEEDFHB000512","Env3",9,11,8
"SEEDFHB000513","SEEDFHB000513","Env3",5,0,5
"SEEDFHB000514","SEEDFHB000514","Env3",10,0,4
"SEEDFHB000515","SEEDFHB000515","Env3",6,4,4
"SEEDFHB000516","SEEDFHB000516","Env3",6,4,6
"SEEDFHB000517","SEEDFHB000517","Env3",10,11,4
"SEEDFHB000518","SEEDFHB000518","Env3",6,7,6
"SEEDFHB000519","SEEDFHB000519","Env3",4,5,4
"SEEDFHB000520","SEEDFHB000520","Env3",6,7,6
"SEEDFHB000521","SEEDFHB000521","Env3",9,4,6
"SEEDFHB000522","SEEDFHB000522","Env3",10,4,4
"SEEDFHB000523","SEEDFHB000523","Env3",8,6,6
"SEEDFHB000524","SEEDFHB000524","Env3",5,6,0
"SEEDFHB000525","SEEDFHB000525","Env3",4,0,9
"SEEDFHB000526","SEEDFHB000526","Env3",11,0,6
"SEEDFHB000527","SEEDFHB000527","Env3",8,8,4
"SEEDFHB000528","SEEDFHB000528","Env3",4,4,7
"SEEDFHB000529","SEEDFHB000529","Env3",7,3,4
"SEEDFHB000530","SEEDFHB000530","Env3",10,0,4
"SEEDFHB000531","SEEDFHB000531","Env3",7,3,7
"SEEDFHB000532","SEEDFHB000532","Env3",11,4,11
"SEEDFHB000533","SEEDFHB000533","Env3",4,7,6
"SEEDFHB000534","SEEDFHB000534","Env3",7,15,10
"SEEDFHB000535","SEEDFHB000535","Env3",3,4,7
"SEEDFHB000536","SEEDFHB000536","Env3",4,4,4
"SEEDFHB000537","SEEDFHB000537","Env3",4,0,9
"SEEDFHB000538","SEEDFHB000538","Env3",4,5,4
"SEEDFHB000539","SEEDFHB000539","Env3",0,0,5
"SEEDFHB000540","SEEDFHB000540","Env3",4,5,7
"SEEDFHB000541","SEEDFHB000541","Env3",4,5,6
"SEEDFHB000542","SEEDFHB000542","Env3",2,0,3
"SEEDFHB000543","SEEDFHB000543","Env3",4,8,9
"SEEDFHB000544","SEEDFHB000544","Env3",7,0,13
"SEEDFHB000545","SEEDFHB000545","Env3",4,0,8
"SEEDFHB000546","SEEDFHB000546","Env3",8,11,10
"SEEDFHB000547","SEEDFHB000547","Env3",0,0,10
"SEEDFHB000548","SEEDFHB000548","Env3",4,10,9
"SEEDFHB000549","SEEDFHB000549","Env3",11,9,7
"SEEDFHB000550","SEEDFHB000550","Env3",4,7,3
"SEEDFHB000551","SEEDFHB000551","Env3",4,4,4
"SEEDFHB000552","SEEDFHB000552","Env3",0,0,7
"SEEDFHB000553","SEEDFHB000553","Env3",5,0,4
"SEEDFHB000554","SEEDFHB000554","Env3",4,4,5
"SEEDFHB000555","SEEDFHB000555","Env3",3,4,0
"SEEDFHB000556","SEEDFHB000556","Env3",4,0,7
"SEEDFHB000557","SEEDFHB000557","Env3",8,4,7
"SEEDFHB000558","SEEDFHB000558","Env3",8,11,11
"SEEDFHB000559","SEEDFHB000559","Env3",5,5,6
"SEEDFHB000560","SEEDFHB000560","Env3",0,5,10
"SEEDFHB000561","SEEDFHB000561","Env3",11,5,11
"SEEDFHB000562","SEEDFHB000562","Env3",19,13,15
"SEEDFHB000563","SEEDFHB000563","Env3",0,0,11
"SEEDFHB000564","SEEDFHB000564","Env3",5,5,15
"SEEDFHB000565","SEEDFHB000565","Env3",7,8,15
"SEEDFHB000566","SEEDFHB000566","Env3",4,5,4
"SEEDFHB000567","SEEDFHB000567","Env3",4,4,10
"SEEDFHB000568","SEEDFHB000568","Env3",4,4,10
"SEEDFHB000569","SEEDFHB000569","Env3",4,4,4
"SEEDFHB000570","SEEDFHB000570","Env3",4,0,6
"SEEDFHB000571","SEEDFHB000571","Env3",10,4,4
"SEEDFHB000572","SEEDFHB000572","Env3",5,7,4
"SEEDFHB000573","SEEDFHB000573","Env3",7,4,6
"SEEDFHB000574","SEEDFHB000574","Env3",0,5,5
"SEEDFHB000575","SEEDFHB000575","Env3",4,5,9
"SEEDFHB000576","SEEDFHB000576","Env3",4,5,9
"SEEDFHB000577","SEEDFHB000577","Env3",9,9,4
"SEEDFHB000578","SEEDFHB000578","Env3",4,4,9
"SEEDFHB000579","SEEDFHB000579","Env3",5,5,4
"SEEDFHB000580","SEEDFHB000580","Env3",4,5,6
"SEEDFHB000581","SEEDFHB000581","Env3",2,4,4
"SEEDFHB000582","SEEDFHB000582","Env3",14,6,7
"SEEDFHB000583","SEEDFHB000583","Env3",4,4,4
"SEEDFHB000584","SEEDFHB000584","Env3",4,4,7
"SEEDFHB000585","SEEDFHB000585","Env3",15,15,5
"SEEDFHB000586","SEEDFHB000586","Env3",5,5,3
"SEEDFHB000587","SEEDFHB000587","Env3",5,4,9
"SEEDFHB000588","SEEDFHB000588","Env3",4,8,11
"SEEDFHB000589","SEEDFHB000589","Env3",4,4,7
"SEEDFHB000590","SEEDFHB000590","Env3",4,5,10
"SEEDFHB000591","SEEDFHB000591","Env3",4,0,6
"SEEDFHB000592","SEEDFHB000592","Env3",4,6,11
"SEEDFHB000593","SEEDFHB000593","Env3",4,0,9
"SEEDFHB000594","SEEDFHB000594","Env3",8,8,2
"SEEDFHB000595","SEEDFHB000595","Env3",8,7,4
"SEEDFHB000596","SEEDFHB000596","Env3",8,2,9
"SEEDFHB000597","SEEDFHB000597","Env3",2,0,2
"SEEDFHB000598","SEEDFHB000598","Env3",6,5,4
"SEEDFHB000599","SEEDFHB000599","Env3",8,9,10
"SEEDFHB000600","SEEDFHB000600","Env3",6,0,9
"SEEDFHB000601","SEEDFHB000601","Env3",4,4,7
"SEEDFHB000602","SEEDFHB000602","Env3",4,10,0
"SEEDFHB000603","SEEDFHB000603","Env3",19,15,6
"SEEDFHB000604","SEEDFHB000604","Env3",19,14,6
"SEEDFHB000605","SEEDFHB000605","Env3",15,11,3
"SEEDFHB000606","SEEDFHB000606","Env3",4,6,6
"SEEDFHB000607","SEEDFHB000607","Env3",9,0,7
"SEEDFHB000608","SEEDFHB000608","Env3",4,0,7
"SEEDFHB000609","SEEDFHB000609","Env3",8,0,4
"SEEDFHB000610","SEEDFHB000610","Env3",4,0,4
"SEEDFHB000611","SEEDFHB000611","Env3",4,0,5
"SEEDFHB000612","SEEDFHB000612","Env3",5,0,5
"SEEDFHB000613","SEEDFHB000613","Env3",4,0,11
"SEEDFHB000614","SEEDFHB000614","Env3",4,11,11
"SEEDFHB000615","SEEDFHB000615","Env3",4,0,10
"SEEDFHB000616","SEEDFHB000616","Env3",4,0,9
"SEEDFHB000617","SEEDFHB000617","Env3",4,10,5
"SEEDFHB000618","SEEDFHB000618","Env3",4,6,4
"SEEDFHB000619","SEEDFHB000619","Env3",11,11,6
"SEEDFHB000620","SEEDFHB000620","Env3",10,0,15
"SEEDFHB000621","SEEDFHB000621","Env3",10,2,4
"SEEDFHB000622","SEEDFHB000622","Env3",7,4,4
"SEEDFHB000623","SEEDFHB000623","Env3",4,7,4
"SEEDFHB000624","SEEDFHB000624","Env3",5,5,4
"SEEDFHB000625","SEEDFHB000625","Env3",4,7,7
"SEEDFHB000626","SEEDFHB000626","Env3",4,5,9
"SEEDFHB000627","SEEDFHB000627","Env3",3,4,2
"SEEDFHB000628","SEEDFHB000628","Env3",4,4,2
"SEEDFHB000629","SEEDFHB000629","Env3",4,4,4
"SEEDFHB000630","SEEDFHB000630","Env3",2,5,4
"SEEDFHB000631","SEEDFHB000631","Env3",2,8,9
"SEEDFHB000632","SEEDFHB000632","Env3",4,0,4
"SEEDFHB000633","SEEDFHB000633","Env3",7,6,4
"SEEDFHB000634","SEEDFHB000634","Env3",0,5,4
"SEEDFHB000635","SEEDFHB000635","Env3",11,14,6
"SEEDFHB000636","SEEDFHB000636","Env3",11,11,9
"SEEDFHB000637","SEEDFHB000637","Env3",9,4,4
"SEEDFHB000638","SEEDFHB000638","Env3",4,0,3
"SEEDFHB000639","SEEDFHB000639","Env3",4,4,6
"SEEDFHB000640","SEEDFHB000640","Env3",11,11,4
"SEEDFHB000641","SEEDFHB000641","Env3",10,9,5
"SEEDFHB000642","SEEDFHB000642","Env3",12,11,15
"SEEDFHB000643","SEEDFHB000643","Env3",11,4,4
"SEEDFHB000644","SEEDFHB000644","Env3",5,4,5
"SEEDFHB000645","SEEDFHB000645","Env3",4,4,4
"SEEDFHB000646","SEEDFHB000646","Env3",5,4,4
"SEEDFHB000647","SEEDFHB000647","Env3",7,5,5
"SEEDFHB000648","SEEDFHB000648","Env3",11,6,10
"SEEDFHB000649","SEEDFHB000649","Env3",10,6,7
"SEEDFHB000650","SEEDFHB000650","Env3",11,4,7
"SEEDFHB000651","SEEDFHB000651","Env3",4,6,11
"SEEDFHB000652","SEEDFHB000652","Env3",4,4,7
"SEEDFHB000653","SEEDFHB000653","Env3",4,4,3
"SEEDFHB000654","SEEDFHB000654","Env3",5,5,4
"SEEDFHB000655","SEEDFHB000655","Env3",4,4,7
"SEEDFHB000656","SEEDFHB000656","Env3",4,4,5
"SEEDFHB000657","SEEDFHB000657","Env3",4,4,5
"SEEDFHB000658","SEEDFHB000658","Env3",4,5,6
"SEEDFHB000659","SEEDFHB000659","Env3",13,7,11
"SEEDFHB000660","SEEDFHB000660","Env3",14,4,4
"SEEDFHB000661","SEEDFHB000661","Env3",2,4,3
"SEEDFHB000662","SEEDFHB000662","Env3",11,4,4
"SEEDFHB000663","SEEDFHB000663","Env3",11,4,7
"SEEDFHB000664","SEEDFHB000664","Env3",4,4,7
"SEEDFHB000665","SEEDFHB000665","Env3",4,0,6
"SEEDFHB000666","SEEDFHB000666","Env3",4,6,0
"SEEDFHB000667","SEEDFHB000667","Env3",4,6,7
"SEEDFHB000668","SEEDFHB000668","Env3",4,4,4
"SEEDFHB000669","SEEDFHB000669","Env3",10,3,4
"SEEDFHB000670","SEEDFHB000670","Env3",14,9,4
"SEEDFHB000671","SEEDFHB000671","Env3",11,10,4
"SEEDFHB000672","SEEDFHB000672","Env3",4,11,7
"SEEDFHB000673","SEEDFHB000673","Env3",4,0,7
"SEEDFHB000674","SEEDFHB000674","Env3",3,0,5
"SEEDFHB000675","SEEDFHB000675","Env3",3,4,9
"SEEDFHB000676","SEEDFHB000676","Env3",4,0,7
"SEEDFHB000677","SEEDFHB000677","Env3",4,0,4
"SEEDFHB000678","SEEDFHB000678","Env3",11,0,4
"SEEDFHB000679","SEEDFHB000679","Env3",2,7,4
"SEEDFHB000680","SEEDFHB000680","Env3",4,4,3
"SEEDFHB000681","SEEDFHB000681","Env3",4,4,7
"SEEDFHB000682","SEEDFHB000682","Env3",4,4,4
"SEEDFHB000683","SEEDFHB000683","Env3",4,4,2
"SEEDFHB000684","SEEDFHB000684","Env3",8,6,4
"SEEDFHB000685","SEEDFHB000685","Env3",4,8,4
"SEEDFHB000686","SEEDFHB000686","Env3",2,4,4
"SEEDFHB000687","SEEDFHB000687","Env3",4,7,4
"SEEDFHB000688","SEEDFHB000688","Env3",4,0,4
"SEEDFHB000689","SEEDFHB000689","Env3",3,7,4
"SEEDFHB000690","SEEDFHB000690","Env3",2,4,7
"SEEDFHB000691","SEEDFHB000691","Env3",4,0,7
"SEEDFHB000692","SEEDFHB000692","Env3",4,7,12
"SEEDFHB000693","SEEDFHB000693","Env3",9,11,11
"SEEDFHB000694","SEEDFHB000694","Env3",11,10,4
"SEEDFHB000695","SEEDFHB000695","Env3",6,11,0
"SEEDFHB000696","SEEDFHB000696","Env3",5,0,4
"SEEDFHB000697","SEEDFHB000697","Env3",3,5,4
"SEEDFHB000698","SEEDFHB000698","Env3",4,0,11
"SEEDFHB000699","SEEDFHB000699","Env3",10,7,2
"SEEDFHB000700","SEEDFHB000700","Env3",5,2,0
"SEEDFHB000701","SEEDFHB000701","Env3",13,6,0
"SEEDFHB000702","SEEDFHB000702","Env3",3,5,0
"SEEDFHB000703","SEEDFHB000703","Env3",4,14,9
"SEEDFHB000704","SEEDFHB000704","Env3",3,11,4
"SEEDFHB000705","SEEDFHB000705","Env3",10,11,4
"SEEDFHB000706","SEEDFHB000706","Env3",7,4,4
"SEEDFHB000707","SEEDFHB000707","Env3",4,0,4
"SEEDFHB000708","SEEDFHB000708","Env3",14,15,6
"SEEDFHB000709","SEEDFHB000709","Env3",4,5,6
"SEEDFHB000710","SEEDFHB000710","Env3",4,4,7
"SEEDFHB000711","SEEDFHB000711","Env3",5,0,6
"SEEDFHB000712","SEEDFHB000712","Env3",4,0,7
"SEEDFHB000713","SEEDFHB000713","Env3",4,9,7
"SEEDFHB000714","SEEDFHB000714","Env3",4,8,7
"SEEDFHB000715","SEEDFHB000715","Env3",4,13,3
"SEEDFHB000716","SEEDFHB000716","Env3",8,7,6
"SEEDFHB000717","SEEDFHB000717","Env3",2,7,2
"SEEDFHB000718","SEEDFHB000718","Env3",8,7,4
"SEEDFHB000719","SEEDFHB000719","Env3",10,0,4
"SEEDFHB000720","SEEDFHB000720","Env3",4,5,5
"SEEDFHB000283","SEEDFHB000283","Env4",11,9,11
"SEEDFHB000284","SEEDFHB000284","Env4",10,11,11
"SEEDFHB000285","SEEDFHB000285","Env4",4,4,4
"SEEDFHB000286","SEEDFHB000286","Env4",4,4,4
"SEEDFHB000287","SEEDFHB000287","Env4",4,7,4
"SEEDFHB000288","SEEDFHB000288","Env4",4,0,2
"SEEDFHB000289","SEEDFHB000289","Env4",0,0,7
"SEEDFHB000290","SEEDFHB000290","Env4",3,0,7
"SEEDFHB000291","SEEDFHB000291","Env4",5,5,10
"SEEDFHB000292","SEEDFHB000292","Env4",10,11,7
"SEEDFHB000293","SEEDFHB000293","Env4",3,5,11
"SEEDFHB000294","SEEDFHB000294","Env4",11,0,9
"SEEDFHB000295","SEEDFHB000295","Env4",7,3,4
"SEEDFHB000296","SEEDFHB000296","Env4",11,4,8
"SEEDFHB000297","SEEDFHB000297","Env4",11,4,4
"SEEDFHB000298","SEEDFHB000298","Env4",4,4,7
"SEEDFHB000299","SEEDFHB000299","Env4",7,8,11
"SEEDFHB000300","SEEDFHB000300","Env4",9,7,11
"SEEDFHB000301","SEEDFHB000301","Env4",4,10,0
"SEEDFHB000302","SEEDFHB000302","Env4",4,8,0
"SEEDFHB000303","SEEDFHB000303","Env4",4,11,7
"SEEDFHB000304","SEEDFHB000304","Env4",5,4,4
"SEEDFHB000305","SEEDFHB000305","Env4",11,10,6
"SEEDFHB000306","SEEDFHB000306","Env4",4,0,0
"SEEDFHB000307","SEEDFHB000307","Env4",4,4,2
"SEEDFHB000308","SEEDFHB000308","Env4",4,10,4
"SEEDFHB000309","SEEDFHB000309","Env4",11,4,0
"SEEDFHB000310","SEEDFHB000310","Env4",11,8,4
"SEEDFHB000311","SEEDFHB000311","Env4",4,13,12
"SEEDFHB000312","SEEDFHB000312","Env4",6,9,9
"SEEDFHB000313","SEEDFHB000313","Env4",4,5,0
"SEEDFHB000314","SEEDFHB000314","Env4",0,9,4
"SEEDFHB000315","SEEDFHB000315","Env4",7,6,3
"SEEDFHB000316","SEEDFHB000316","Env4",6,11,0
"SEEDFHB000317","SEEDFHB000317","Env4",4,0,4
